Blend ID(BDID),Characteristics of material,Material type,Mixing / Blending method,Molecular weight,Morphology,Name,Non-solvent,Polymer type,Polymerization information,Processing information,Remarks,Sample ID,Sequence info,Solvent,Branch/crosslink info,Glass transition temp.,comp_01_CU Chemical Strucutre,comp_01_CU formula,comp_01_Composition[%],comp_01_Composition[TLC-FID Area],comp_01_Composition[],comp_01_Composition[mol ratio of monomer repeating units],comp_01_Composition[mol ratio],comp_01_Composition[mol%],comp_01_Composition[part],comp_01_Composition[phr],comp_01_Composition[ratio],comp_01_Composition[unknown],comp_01_Composition[vol ratio],comp_01_Composition[vol%],comp_01_Composition[wt ratio],comp_01_Composition[wt%],comp_01_Formula weight(FW),comp_01_PID of Component,comp_01_Sample ID,comp_02_CU Chemical Strucutre,comp_02_CU formula,comp_02_Composition[%],comp_02_Composition[TLC-FID Area],comp_02_Composition[],comp_02_Composition[mol ratio of monomer repeating units],comp_02_Composition[mol ratio],comp_02_Composition[mol%],comp_02_Composition[part],comp_02_Composition[phr],comp_02_Composition[ratio],comp_02_Composition[unknown],comp_02_Composition[vol ratio],comp_02_Composition[vol%],comp_02_Composition[wt ratio],comp_02_Composition[wt%],comp_02_Formula weight(FW),comp_02_PID of Component,comp_02_Sample ID,comp_03_CU Chemical Strucutre,comp_03_CU formula,comp_03_Composition[%],comp_03_Composition[TLC-FID Area],comp_03_Composition[],comp_03_Composition[mol ratio of monomer repeating units],comp_03_Composition[mol ratio],comp_03_Composition[mol%],comp_03_Composition[part],comp_03_Composition[phr],comp_03_Composition[ratio],comp_03_Composition[unknown],comp_03_Composition[vol ratio],comp_03_Composition[vol%],comp_03_Composition[wt ratio],comp_03_Composition[wt%],comp_03_Formula weight(FW),comp_03_PID of Component,comp_03_Sample ID,comp_04_CU Chemical Strucutre,comp_04_CU formula,comp_04_Composition[%],comp_04_Composition[TLC-FID Area],comp_04_Composition[],comp_04_Composition[mol ratio of monomer repeating units],comp_04_Composition[mol ratio],comp_04_Composition[mol%],comp_04_Composition[part],comp_04_Composition[phr],comp_04_Composition[ratio],comp_04_Composition[unknown],comp_04_Composition[vol ratio],comp_04_Composition[vol%],comp_04_Composition[wt ratio],comp_04_Composition[wt%],comp_04_Formula weight(FW),comp_04_PID of Component,comp_04_Sample ID,Reference
BD001955,",Crystal",Neat resin,"In fist step aq. EVOH and AP blended at 195C for 4min in Brabnddr Plastograph mixer, then cooled to RT and dried, subsequently the EVOH/AP blend mixed with PLA at 190C and 40 rpm for 5min followed by 60rpm for 1 min",,,poly(lactic acid)//poly[ethene-co-(vinyl alcohol)]//amylopectin,,Blend,,"Compression: Molded at 190C for 4min under 2 MPa
Shape of Test Piece: Film
Remarks: t = 80-110 micron",,43504-7-1-1,,,,"['Glass transition temp. 57.7 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min & N2, second heating', 'Remarks: Tg of PLA']",,C3H4O2,,,,,,,,,,,,,,99,72.06,P090176,43504-1-1-1,,C2H4 / C2H4O,,,,,,,,,,,,,,0.5,28.05 / 44.05,P900017,43504-2-1-1,,C6H10O5 / C6H10O5 / C6H10O5,,,,,,,,,,,,,,0.5,162.14 / 162.14 / 162.14,P903336,43504-3-1-1,,,,,,,,,,,,,,,,,,,,"Nordqvist, D.; Sanchez-Garcia, Maria D.; Hedenqvist, Mikael S.; Lagaron, Jose M. , Journal of Applied Polymer Science , 115 , 3 , 1315-1324 (2010)"
BD001955,",Crystal",Neat resin,"In fist step aq. EVOH and AP blended at 195C for 4min in Brabnddr Plastograph mixer, then cooled to RT and dried, subsequently the EVOH/AP blend mixed with PLA at 190C and 40 rpm for 5min followed by 60rpm for 1 min",,,poly(lactic acid)//poly[ethene-co-(vinyl alcohol)]//amylopectin,,Blend,,"Compression: Molded at 190C for 4min under 2 MPa
Shape of Test Piece: Film
Remarks: t = 80-110 micron",,43504-7-2-1,,,,"['Glass transition temp. 58.1 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min & N2, second heating', 'Remarks: Tg of PLA']",,C3H4O2,,,,,,,,,,,,,,95,72.06,P090176,43504-1-1-1,,C2H4 / C2H4O,,,,,,,,,,,,,,2.5,28.05 / 44.05,P900017,43504-2-1-1,,C6H10O5 / C6H10O5 / C6H10O5,,,,,,,,,,,,,,2.5,162.14 / 162.14 / 162.14,P903336,43504-3-1-1,,,,,,,,,,,,,,,,,,,,"Nordqvist, D.; Sanchez-Garcia, Maria D.; Hedenqvist, Mikael S.; Lagaron, Jose M. , Journal of Applied Polymer Science , 115 , 3 , 1315-1324 (2010)"
BD001955,",Crystal",Neat resin,"In fist step aq. EVOH and AP blended at 195C for 4min in Brabnddr Plastograph mixer, then cooled to RT and dried, subsequently the EVOH/AP blend mixed with PLA at 190C and 40 rpm for 5min followed by 60rpm for 1 min",,,poly(lactic acid)//poly[ethene-co-(vinyl alcohol)]//amylopectin,,Blend,,"Compression: Molded at 190C for 4min under 2 MPa
Shape of Test Piece: Film
Remarks: t = 80-110 micron",,43504-7-3-1,,,,"['Glass transition temp. 58.7 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min & N2, second heating', 'Remarks: Tg of PLA']",,C3H4O2,,,,,,,,,,,,,,90,72.06,P090176,43504-1-1-1,,C2H4 / C2H4O,,,,,,,,,,,,,,5,28.05 / 44.05,P900017,43504-2-1-1,,C6H10O5 / C6H10O5 / C6H10O5,,,,,,,,,,,,,,5,162.14 / 162.14 / 162.14,P903336,43504-3-1-1,,,,,,,,,,,,,,,,,,,,"Nordqvist, D.; Sanchez-Garcia, Maria D.; Hedenqvist, Mikael S.; Lagaron, Jose M. , Journal of Applied Polymer Science , 115 , 3 , 1315-1324 (2010)"
BD001956,,Neat resin,Dissolved 5g (total) of each polymer separately in 100ml CHCl3 and mixed,,,poly(vinyl chloride)//poly(ethylene oxide)-block-poly(propylene oxide)-block-poly(ethylene oxide),,Blend,,"Solvent casting: Cast on glass plate and dried at RT
Shape of Test Piece: Film
Remarks: t=0.10-0.15mm",,43388-4-1-1,,['CHCl3'],,"['Glass transition temp. ca 74 ... 75 [C]', 'Method: Dielectric relaxation', 'Condition: Frequency;100kHz', 'Remarks: Temp. of tan(delta) peak, taken from the Fig.16(b) and Fig.17(b)']",,C2H3Cl,,,,,,,,,,,,,,90,62.5,P050002,43388-1-1-1,,C2H4O / C2H4O / C3H6O,,,,,,,,,,,,,,10,44.05 / 44.05 / 58.08,P903214,43388-3-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rozik, Nehad N.; Abd-El Messieh, S. L.; Abd-El Nour, K. N. , Journal of Applied Polymer Science , 115 , 3 , 1732-1741 (2010)"
BD001956,,Neat resin,Dissolved 5g (total) of each polymer separately in 100ml CHCl3 and mixed,,,poly(vinyl chloride)//poly(ethylene oxide)-block-poly(propylene oxide)-block-poly(ethylene oxide),,Blend,,"Solvent casting: Cast on glass plate and dried at RT
Shape of Test Piece: Film
Remarks: t=0.10-0.15mm",,43388-13-1-1,,['CHCl3'],,"['Glass transition temp. ca 80 [C]', 'Method: Dielectric relaxation', 'Condition: Frequency;100kHz', 'Remarks: Temp. of tan(delta) peak, taken from the Fig. 9']",,C2H3Cl,,,,,,,,,,,,,,95,62.5,P050002,43388-1-1-1,,C2H4O / C2H4O / C3H6O,,,,,,,,,,,,,,5,44.05 / 44.05 / 58.08,P903214,43388-3-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rozik, Nehad N.; Abd-El Messieh, S. L.; Abd-El Nour, K. N. , Journal of Applied Polymer Science , 115 , 3 , 1732-1741 (2010)"
BD001956,,Neat resin,Dissolved 5g (total) of each polymer separately in 100ml CHCl3 and mixed,,,poly(vinyl chloride)//poly(ethylene oxide)-block-poly(propylene oxide)-block-poly(ethylene oxide),,Blend,,"Solvent casting: Cast on glass plate and dried at RT
Shape of Test Piece: Film
Remarks: t=0.10-0.15mm",,43388-14-1-1,,['CHCl3'],,"['Glass transition temp. ca 72 [C]', 'Method: Dielectric relaxation', 'Condition: Frequency;100kHz', 'Remarks: Temp. of tan(delta) peak, taken from the Fig. 9']",,C2H3Cl,,,,,,,,,,,,,,80,62.5,P050002,43388-1-1-1,,C2H4O / C2H4O / C3H6O,,,,,,,,,,,,,,20,44.05 / 44.05 / 58.08,P903214,43388-3-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rozik, Nehad N.; Abd-El Messieh, S. L.; Abd-El Nour, K. N. , Journal of Applied Polymer Science , 115 , 3 , 1732-1741 (2010)"
BD001958,",Crystal",Neat resin,Blended using batch intensive mixer at 175C and 60rpm for 5min,,,poly(lactic acid)//poly[(ethylene oxide)-co-epichlorohydrin],,Blend,,,,43635-3-1-1,,,,"['Glass transition temp. 60.92 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min&N2, second heating', 'Remarks: PLA part']",,C3H4O2,,,,,,,,,,,,,,95,72.06,P090176,413635-1-1-1,,C2H4O / C3H5ClO,,,,,,,,,,,,,,5,44.05 / 92.52,P900812,413635-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Kunyu; Ran, Xianghai; Wang, Xuemei; Han, Changyu; Han, Lijing; Wen, Xin; Zhuang, Yugang; Dong, Lisong , Polymer Engineering and Science , 51 , 12 , 2370-2380 (2011)"
BD001958,",Crystal",Neat resin,Blended using batch intensive mixer at 175C and 60rpm for 5min,,,poly(lactic acid)//poly[(ethylene oxide)-co-epichlorohydrin],,Blend,,,,43635-3-2-1,,,,"['Glass transition temp. 60.62 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min&N2, second heating', 'Remarks: PLA part']",,C3H4O2,,,,,,,,,,,,,,90,72.06,P090176,413635-1-1-1,,C2H4O / C3H5ClO,,,,,,,,,,,,,,10,44.05 / 92.52,P900812,413635-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Kunyu; Ran, Xianghai; Wang, Xuemei; Han, Changyu; Han, Lijing; Wen, Xin; Zhuang, Yugang; Dong, Lisong , Polymer Engineering and Science , 51 , 12 , 2370-2380 (2011)"
BD001958,",Crystal",Neat resin,Blended using batch intensive mixer at 175C and 60rpm for 5min,,,poly(lactic acid)//poly[(ethylene oxide)-co-epichlorohydrin],,Blend,,,,43635-3-3-1,,,,"['Glass transition temp. 60.83 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min&N2, second heating', 'Remarks: PLA part']",,C3H4O2,,,,,,,,,,,,,,85,72.06,P090176,413635-1-1-1,,C2H4O / C3H5ClO,,,,,,,,,,,,,,15,44.05 / 92.52,P900812,413635-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Kunyu; Ran, Xianghai; Wang, Xuemei; Han, Changyu; Han, Lijing; Wen, Xin; Zhuang, Yugang; Dong, Lisong , Polymer Engineering and Science , 51 , 12 , 2370-2380 (2011)"
BD001958,",Crystal",Neat resin,Blended using batch intensive mixer at 175C and 60rpm for 5min,,,poly(lactic acid)//poly[(ethylene oxide)-co-epichlorohydrin],,Blend,,,,43635-3-4-1,,,,"['Glass transition temp. 60.04 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min&N2, second heating', 'Remarks: PLA part']",,C3H4O2,,,,,,,,,,,,,,80,72.06,P090176,413635-1-1-1,,C2H4O / C3H5ClO,,,,,,,,,,,,,,20,44.05 / 92.52,P900812,413635-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Kunyu; Ran, Xianghai; Wang, Xuemei; Han, Changyu; Han, Lijing; Wen, Xin; Zhuang, Yugang; Dong, Lisong , Polymer Engineering and Science , 51 , 12 , 2370-2380 (2011)"
BD001958,",Crystal",Neat resin,Blended using batch intensive mixer at 175C and 60rpm for 5min,,,poly(lactic acid)//poly[(ethylene oxide)-co-epichlorohydrin],,Blend,,,,43635-3-5-1,,,,"['Glass transition temp. 59.69 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min&N2, second heating', 'Remarks: PLA part']",,C3H4O2,,,,,,,,,,,,,,70,72.06,P090176,413635-1-1-1,,C2H4O / C3H5ClO,,,,,,,,,,,,,,30,44.05 / 92.52,P900812,413635-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Kunyu; Ran, Xianghai; Wang, Xuemei; Han, Changyu; Han, Lijing; Wen, Xin; Zhuang, Yugang; Dong, Lisong , Polymer Engineering and Science , 51 , 12 , 2370-2380 (2011)"
BD001962,linear,Neat resin,Blended using twin screw extruder,,,polystyrene//poly(phenyl methyl siloxane),,Blend,,"Extrusion: Extruded at 160C after residence time of 15min at 170rpm
Annealing: 120C for 5h",,43872-12-1-1,,,,"['Glass transition temp. -8 ... 62 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;2.5K/min&litude 0.5K, period 60s, N2', 'Remarks: Tg for PS-rich phase, taken from the Fig.6']",,C8H8,,,,,,,,,,,,,,10,104.15,P020001,43872-11-1-1,,C7H8OSi,,,,,,,,,,,,,,90,136.22,P170034,43872-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van den Brande, Niko; Koning, Cor; Geerlings, Paul; Van Lier, Gregory; Van Assche, Guy; Van Mele, Bruno , Journal of Thermal Analysis and Calorimetry , 105 , 3 , 775-781 (2011)"
BD001962,linear,Neat resin,Blended using twin screw extruder,,,polystyrene//poly(phenyl methyl siloxane),,Blend,,"Extrusion: Extruded at 160C after residence time of 15min at 170rpm
Annealing: 120C for 5h",,43872-12-2-1,,,,"['Glass transition temp. -5 ... 63 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;2.5K/min&litude 0.5K, period 60s, N2', 'Remarks: Tg for PS-rich phase, taken from the Fig.6']",,C8H8,,,,,,,,,,,,,,30,104.15,P020001,43872-11-1-1,,C7H8OSi,,,,,,,,,,,,,,70,136.22,P170034,43872-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van den Brande, Niko; Koning, Cor; Geerlings, Paul; Van Lier, Gregory; Van Assche, Guy; Van Mele, Bruno , Journal of Thermal Analysis and Calorimetry , 105 , 3 , 775-781 (2011)"
BD001962,linear,Neat resin,Blended using twin screw extruder,,,polystyrene//poly(phenyl methyl siloxane),,Blend,,"Extrusion: Extruded at 160C after residence time of 15min at 170rpm
Annealing: 120C for 5h",,43872-12-3-1,,,,"['Glass transition temp. 52 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;2.5K/min&litude 0.5K, period 60s, N2', 'Remarks: Tg for PS-rich phase, taken from the Fig.6']",,C8H8,,,,,,,,,,,,,,50,104.15,P020001,43872-11-1-1,,C7H8OSi,,,,,,,,,,,,,,50,136.22,P170034,43872-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van den Brande, Niko; Koning, Cor; Geerlings, Paul; Van Lier, Gregory; Van Assche, Guy; Van Mele, Bruno , Journal of Thermal Analysis and Calorimetry , 105 , 3 , 775-781 (2011)"
BD001962,linear,Neat resin,Blended using twin screw extruder,,,polystyrene//poly(phenyl methyl siloxane),,Blend,,"Extrusion: Extruded at 160C after residence time of 15min at 170rpm
Annealing: 120C for 5h",,43872-12-4-1,,,,"['Glass transition temp. ca 58 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;2.5K/min&litude 0.5K, period 60s, N2', 'Remarks: Tg for PS-rich phase, taken from the Fig.6']",,C8H8,,,,,,,,,,,,,,70,104.15,P020001,43872-11-1-1,,C7H8OSi,,,,,,,,,,,,,,30,136.22,P170034,43872-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van den Brande, Niko; Koning, Cor; Geerlings, Paul; Van Lier, Gregory; Van Assche, Guy; Van Mele, Bruno , Journal of Thermal Analysis and Calorimetry , 105 , 3 , 775-781 (2011)"
BD001962,linear,Neat resin,Blended using twin screw extruder,,,polystyrene//poly(phenyl methyl siloxane),,Blend,,"Extrusion: Extruded at 160C after residence time of 15min at 170rpm
Annealing: 120C for 5h",,43872-12-5-1,,,,"['Glass transition temp. -60 ... -43 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;2.5K/min&litude 0.5K, period 60s, N2', 'Remarks: Tg for PMPS-rich phase, taken from the Fig.6']",,C8H8,,,,,,,,,,,,,,80,104.15,P020001,43872-11-1-1,,C7H8OSi,,,,,,,,,,,,,,20,136.22,P170034,43872-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van den Brande, Niko; Koning, Cor; Geerlings, Paul; Van Lier, Gregory; Van Assche, Guy; Van Mele, Bruno , Journal of Thermal Analysis and Calorimetry , 105 , 3 , 775-781 (2011)"
BD001962,linear,Neat resin,Blended using twin screw extruder,,,polystyrene//poly(phenyl methyl siloxane),,Blend,,"Extrusion: Extruded at 160C after residence time of 15min at 170rpm
Annealing: 120C for 5h",,43872-12-6-1,,,,"['Glass transition temp. ca 77 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;2.5K/min&litude 0.5K, period 60s, N2', 'Remarks: Tg for PS-rich phase']",,C8H8,,,,,,,,,,,,,,90,104.15,P020001,43872-11-1-1,,C7H8OSi,,,,,,,,,,,,,,10,136.22,P170034,43872-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van den Brande, Niko; Koning, Cor; Geerlings, Paul; Van Lier, Gregory; Van Assche, Guy; Van Mele, Bruno , Journal of Thermal Analysis and Calorimetry , 105 , 3 , 775-781 (2011)"
BD001963,"Thermoplastic,Crystal",Neat resin,"Melt blended in Banbury mixer at 190C and 164rpm for 3.5min, then pelletized",,,"poly(prop-1-ene)//poly(ethylene/norbornane-2,3-diyl)",,Blend,,"Injection: Injection molded at 242C and 20MPa, mold temp.=60C
Shape of Test Piece: Sheet
Remarks: (DMA and VST test) 12*12.8*3.3mm",,43812-3-1-1,,,,"['Glass transition temp. 80.2 [C]', 'Method: DMA', 'Condition: Heating rate;3C/min&Frequency;1Hz&Single cantilever bending mode', 'Remarks: Tg of COC, temp. at peak of loss modulus']",,C3H6,,,,,,,,,,,,,,90,42.08,P010002,43812-1-1-1,,CH2 / C7H10,,,,,,,,,,,,,,10,14.03 / 94.15,P904088,43812-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fambri, Luca; Kolarik, Jan; Pegoretti, Alessandro; Penati, Amabile , Journal of Applied Polymer Science , 122 , 5 , 3406-3414 (2011)"
BD001963,"Thermoplastic,Crystal",Neat resin,"Melt blended in Banbury mixer at 190C and 164rpm for 3.5min, then pelletized",,,"poly(prop-1-ene)//poly(ethylene/norbornane-2,3-diyl)",,Blend,,"Injection: Injection molded at 242C and 20MPa, mold temp.=60C
Shape of Test Piece: Sheet
Remarks: (DMA and VST test) 12*12.8*3.3mm",,43812-3-2-1,,,,"['Glass transition temp. 80.6 [C]', 'Method: DMA', 'Condition: Heating rate;3C/min&Frequency;1Hz&Single cantilever bending mode', 'Remarks: Tg of COC, temp. at peak of loss modulus']",,C3H6,,,,,,,,,,,,,,80,42.08,P010002,43812-1-1-1,,CH2 / C7H10,,,,,,,,,,,,,,20,14.03 / 94.15,P904088,43812-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fambri, Luca; Kolarik, Jan; Pegoretti, Alessandro; Penati, Amabile , Journal of Applied Polymer Science , 122 , 5 , 3406-3414 (2011)"
BD001963,"Thermoplastic,Crystal",Neat resin,"Melt blended in Banbury mixer at 190C and 164rpm for 3.5min, then pelletized",,,"poly(prop-1-ene)//poly(ethylene/norbornane-2,3-diyl)",,Blend,,"Injection: Injection molded at 242C and 20MPa, mold temp.=60C
Shape of Test Piece: Sheet
Remarks: (DMA and VST test) 12*12.8*3.3mm",,43812-3-3-1,,,,"['Glass transition temp. 80.1 [C]', 'Method: DMA', 'Condition: Heating rate;3C/min&Frequency;1Hz&Single cantilever bending mode', 'Remarks: Tg of COC, temp. at peak of loss modulus']",,C3H6,,,,,,,,,,,,,,70,42.08,P010002,43812-1-1-1,,CH2 / C7H10,,,,,,,,,,,,,,30,14.03 / 94.15,P904088,43812-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fambri, Luca; Kolarik, Jan; Pegoretti, Alessandro; Penati, Amabile , Journal of Applied Polymer Science , 122 , 5 , 3406-3414 (2011)"
BD001963,"Thermoplastic,Crystal",Neat resin,"Melt blended in Banbury mixer at 190C and 164rpm for 3.5min, then pelletized",,,"poly(prop-1-ene)//poly(ethylene/norbornane-2,3-diyl)",,Blend,,"Injection: Injection molded at 242C and 20MPa, mold temp.=60C
Shape of Test Piece: Sheet
Remarks: (DMA and VST test) 12*12.8*3.3mm",,43812-3-4-1,,,,"['Glass transition temp. 79.8 [C]', 'Method: DMA', 'Condition: Heating rate;3C/min&Frequency;1Hz&Single cantilever bending mode', 'Remarks: Tg of COC, temp. at peak of loss modulus']",,C3H6,,,,,,,,,,,,,,60,42.08,P010002,43812-1-1-1,,CH2 / C7H10,,,,,,,,,,,,,,40,14.03 / 94.15,P904088,43812-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fambri, Luca; Kolarik, Jan; Pegoretti, Alessandro; Penati, Amabile , Journal of Applied Polymer Science , 122 , 5 , 3406-3414 (2011)"
BD001963,"Thermoplastic,Crystal",Neat resin,"Melt blended in Banbury mixer at 190C and 164rpm for 3.5min, then pelletized",,,"poly(prop-1-ene)//poly(ethylene/norbornane-2,3-diyl)",,Blend,,"Injection: Injection molded at 242C and 20MPa, mold temp.=60C
Shape of Test Piece: Sheet
Remarks: (DMA and VST test) 12*12.8*3.3mm",,43812-3-5-1,,,,"['Glass transition temp. 80.7 [C]', 'Method: DMA', 'Condition: Heating rate;3C/min&Frequency;1Hz&Single cantilever bending mode', 'Remarks: Tg of COC, temp. at peak of loss modulus']",,C3H6,,,,,,,,,,,,,,50,42.08,P010002,43812-1-1-1,,CH2 / C7H10,,,,,,,,,,,,,,50,14.03 / 94.15,P904088,43812-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fambri, Luca; Kolarik, Jan; Pegoretti, Alessandro; Penati, Amabile , Journal of Applied Polymer Science , 122 , 5 , 3406-3414 (2011)"
BD001963,"Thermoplastic,Crystal",Neat resin,"Melt blended in Banbury mixer at 190C and 164rpm for 3.5min, then pelletized",,,"poly(prop-1-ene)//poly(ethylene/norbornane-2,3-diyl)",,Blend,,"Injection: Injection molded at 242C and 20MPa, mold temp.=60C
Shape of Test Piece: Sheet
Remarks: (DMA and VST test) 12*12.8*3.3mm",,43812-3-6-1,,,,"['Glass transition temp. 80.7 [C]', 'Method: DMA', 'Condition: Heating rate;3C/min&Frequency;1Hz&Single cantilever bending mode', 'Remarks: Tg of COC, temp. at peak of loss modulus']",,C3H6,,,,,,,,,,,,,,25,42.08,P010002,43812-1-1-1,,CH2 / C7H10,,,,,,,,,,,,,,75,14.03 / 94.15,P904088,43812-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fambri, Luca; Kolarik, Jan; Pegoretti, Alessandro; Penati, Amabile , Journal of Applied Polymer Science , 122 , 5 , 3406-3414 (2011)"
BD001966,Thermoplastic,Neat resin,Soln. blended in toluene or CHCl3,,,polystyrene//poly(tert-butyl acrylate),,Blend,,"Solvent casting: The soln. cast onto quartz slide
Shape of Test Piece: Film",,43972-7-1-1,,"['THF, toluene or CHCl3']",,"['Glass transition temp. 67 [C]', 'Method: Integrated PS fluorescence measurement', 'Remarks: Tg estd. by the intersection of temp. dependence of fluorescence intensities, Tg of the near-infinite-dilution blend PS indicated closer to Tg of PtBA [Tg (DSC) of PtBA-37=45C]']",,C8H8,,,,,,,,,,,,,,0.1,104.15,P020001,43972-1-1-1,,C7H12O2,,,,,,,,,,,,,,99.9,128.17,P040010,43972-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans, Christopher M.; Sandoval, Robert W.; Torkelson, John M. , Macromolecules , 44 , 17 , 6645-6648 (2011)"
BD001966,Thermoplastic,Neat resin,Soln. blended in toluene or CHCl3,,,polystyrene//poly(tert-butyl acrylate),,Blend,,"Solvent casting: The soln. cast onto quartz slide
Shape of Test Piece: Film",,43972-7-2-1,,"['THF, toluene or CHCl3']",,"['Glass transition temp. 102 [C]', 'Method: Integrated PS fluorescence measurement', 'Remarks: Tg estd. by the intersection of temp. dependence of fluorescence intensities, Tg of nondilute PS agreed with the neat PS Tg [Tg (DSC) of PS=101C]']",,C8H8,,,,,,,,,,,,,,7,104.15,P020001,43972-1-1-1,,C7H12O2,,,,,,,,,,,,,,93,128.17,P040010,43972-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans, Christopher M.; Sandoval, Robert W.; Torkelson, John M. , Macromolecules , 44 , 17 , 6645-6648 (2011)"
BD001967,Thermoplastic,Neat resin,Soln. blended in toluene or CHCl3,,,poly(acrylonitrile-co-styrene)//poly(ethyl methacrylate),,Blend,,"Solvent casting: The soln. cast onto quartz slide
Shape of Test Piece: Film",,43972-10-1-1,,"['THF, toluene or CHCl3']",,"['Glass transition temp. 80 [C]', 'Method: Integrated PS fluorescence measurement', 'Remarks: Tg estd. by the intersection of temp. dependence of fluorescence intensities (from SAN styrene units), Tg of the blend was closer to Tg of PEMA than that of SAN [Tg (DSC) of PEMA=75C]']",,C3H3N / C8H8,,,,,,,,,,,,,,1,53.06 / 104.15,P900007,43972-5-1-1,,C6H10O2,,,,,,,,,,,,,,99,114.14,P040049,43972-6-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans, Christopher M.; Sandoval, Robert W.; Torkelson, John M. , Macromolecules , 44 , 17 , 6645-6648 (2011)"
BD001967,Thermoplastic,Neat resin,Soln. blended in toluene or CHCl3,,,poly(acrylonitrile-co-styrene)//poly(ethyl methacrylate),,Blend,,"Solvent casting: The soln. cast onto quartz slide
Shape of Test Piece: Film",,43972-10-2-1,,"['THF, toluene or CHCl3']",,"['Glass transition temp. 86 [C]', 'Method: Integrated PS fluorescence measurement', 'Remarks: Tg estd. by the intersection of temp. dependence of fluorescence intensities (from SAN styrene units), Tg of the blend was closer to Tg of PEMA than that of SAN [Tg (DSC) of PEMA=75C]']",,C3H3N / C8H8,,,,,,,,,,,,,,20,53.06 / 104.15,P900007,43972-5-1-1,,C6H10O2,,,,,,,,,,,,,,80,114.14,P040049,43972-6-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans, Christopher M.; Sandoval, Robert W.; Torkelson, John M. , Macromolecules , 44 , 17 , 6645-6648 (2011)"
BD001967,Thermoplastic,Neat resin,,,,poly(acrylonitrile-co-styrene)//poly(ethyl methacrylate),,Blend,,"Solvent casting: The soln. in toluene or CHCl3 cast onto quartz slide
Shape of Test Piece: Film",,43972-10-3-1,,"['THF, toluene or CHCl3']",,"['Glass transition temp. 108 [C]', 'Method: Integrated PS fluorescence measurement', 'Remarks: Tg estd. by the intersection of temp. dependence of fluorescence intensities (from SAN styrene units)']",,C3H3N / C8H8,,,,,,,,,,,,,,100,53.06 / 104.15,P900007,43972-5-1-1,,C6H10O2,,,,,,,,,,,,,,0,114.14,P040049,43972-6-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans, Christopher M.; Sandoval, Robert W.; Torkelson, John M. , Macromolecules , 44 , 17 , 6645-6648 (2011)"
